1.020000000000000000e+02 9.800000000000000000e+01 8.200000000000000000e+01 7.900000000000000000e+01 9.600000000000000000e+01 9.000000000000000000e+00 6.400000000000000000e+01
1.050000000000000000e+02 3.300000000000000000e+01 5.500000000000000000e+01 3.500000000000000000e+01 8.400000000000000000e+01 1.200000000000000000e+01 8.500000000000000000e+01
1.110000000000000000e+02 7.500000000000000000e+01 3.500000000000000000e+01 9.000000000000000000e+01 6.400000000000000000e+01 1.100000000000000000e+01 7.800000000000000000e+01
1.120000000000000000e+02 7.700000000000000000e+01 6.600000000000000000e+01 5.500000000000000000e+01 4.400000000000000000e+01 1.300000000000000000e+01 9.200000000000000000e+01
1.170000000000000000e+02 2.400000000000000000e+01 5.800000000000000000e+01 9.800000000000000000e+01 4.200000000000000000e+01 1.100000000000000000e+01 7.800000000000000000e+01
1.230000000000000000e+02 1.500000000000000000e+01 7.500000000000000000e+01 9.000000000000000000e+01 7.200000000000000000e+01 9.000000000000000000e+00 6.400000000000000000e+01
1.240000000000000000e+02 8.000000000000000000e+01 7.500000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+02
1.270000000000000000e+02 8.200000000000000000e+01 8.000000000000000000e+00 8.300000000000000000e+01 9.000000000000000000e+01 4.000000000000000000e+00 2.800000000000000000e+01
1.340000000000000000e+02 3.400000000000000000e+01 7.600000000000000000e+01 4.500000000000000000e+01 7.600000000000000000e+01 1.100000000000000000e+01 7.800000000000000000e+01
1.440000000000000000e+02 3.900000000000000000e+01 3.000000000000000000e+00 4.000000000000000000e+01 1.300000000000000000e+01 5.000000000000000000e+00 3.500000000000000000e+01
1.560000000000000000e+02 8.500000000000000000e+01 1.000000000000000000e+02 4.000000000000000000e+01 3.500000000000000000e+01 3.000000000000000000e+00 2.100000000000000000e+01
1.660000000000000000e+02 5.200000000000000000e+01 7.400000000000000000e+01 5.500000000000000000e+01 7.200000000000000000e+01 8.000000000000000000e+00 5.700000000000000000e+01
1.740000000000000000e+02 5.100000000000000000e+01 4.500000000000000000e+01 5.200000000000000000e+01 4.500000000000000000e+01 1.200000000000000000e+01 8.500000000000000000e+01
1.780000000000000000e+02 7.200000000000000000e+01 5.300000000000000000e+01 4.700000000000000000e+01 7.400000000000000000e+01 1.300000000000000000e+01 9.200000000000000000e+01
2.100000000000000000e+02 2.900000000000000000e+01 9.900000000000000000e+01 1.600000000000000000e+01 6.400000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+01
2.160000000000000000e+02 3.600000000000000000e+01 8.500000000000000000e+01 9.700000000000000000e+01 9.000000000000000000e+01 1.200000000000000000e+01 8.500000000000000000e+01
2.220000000000000000e+02 5.400000000000000000e+01 6.500000000000000000e+01 3.400000000000000000e+01 1.200000000000000000e+01 8.000000000000000000e+00 5.700000000000000000e+01
2.250000000000000000e+02 4.300000000000000000e+01 5.100000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 2.100000000000000000e+01
2.260000000000000000e+02 8.500000000000000000e+01 9.700000000000000000e+01 1.200000000000000000e+01 4.000000000000000000e+00 1.300000000000000000e+01 9.200000000000000000e+01
2.300000000000000000e+02 2.300000000000000000e+01 2.200000000000000000e+01 3.400000000000000000e+01 5.100000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+01
2.310000000000000000e+02 2.900000000000000000e+01 6.800000000000000000e+01 8.400000000000000000e+01 8.800000000000000000e+01 1.200000000000000000e+01 8.500000000000000000e+01
2.370000000000000000e+02 8.500000000000000000e+01 3.200000000000000000e+01 7.900000000000000000e+01 4.200000000000000000e+01 9.000000000000000000e+00 6.400000000000000000e+01
2.460000000000000000e+02 8.700000000000000000e+01 7.300000000000000000e+01 8.600000000000000000e+01 9.000000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+02
2.540000000000000000e+02 1.200000000000000000e+01 9.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+02 8.000000000000000000e+00 5.700000000000000000e+01
2.550000000000000000e+02 9.500000000000000000e+01 9.500000000000000000e+01 9.500000000000000000e+01 9.500000000000000000e+01 1.300000000000000000e+01 9.200000000000000000e+01
2.580000000000000000e+02 6.000000000000000000e+01 7.000000000000000000e+01 8.000000000000000000e+01 5.000000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+02
2.610000000000000000e+02 6.000000000000000000e+01 4.200000000000000000e+01 8.000000000000000000e+01 7.200000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00
2.750000000000000000e+02 1.000000000000000000e+02 6.300000000000000000e+01 4.800000000000000000e+01 7.500000000000000000e+01 1.100000000000000000e+01 7.800000000000000000e+01
2.910000000000000000e+02 2.000000000000000000e+00 7.700000000000000000e+01 9.700000000000000000e+01 5.700000000000000000e+01 4.000000000000000000e+00 2.800000000000000000e+01
2.970000000000000000e+02 9.200000000000000000e+01 8.300000000000000000e+01 4.900000000000000000e+01 4.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+01
3.030000000000000000e+02 5.400000000000000000e+01 7.900000000000000000e+01 3.400000000000000000e+01 8.400000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00
3.130000000000000000e+02 5.200000000000000000e+01 9.700000000000000000e+01 2.700000000000000000e+01 9.500000000000000000e+01 8.000000000000000000e+00 5.700000000000000000e+01
3.210000000000000000e+02 5.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+02 8.500000000000000000e+01 1.000000000000000000e+01 7.100000000000000000e+01
3.260000000000000000e+02 4.500000000000000000e+01 3.600000000000000000e+01 1.000000000000000000e+02 6.300000000000000000e+01 1.300000000000000000e+01 9.200000000000000000e+01
3.270000000000000000e+02 7.000000000000000000e+01 6.500000000000000000e+01 9.000000000000000000e+01 9.000000000000000000e+01 1.300000000000000000e+01 9.200000000000000000e+01
3.300000000000000000e+02 4.500000000000000000e+01 7.800000000000000000e+01 8.600000000000000000e+01 5.000000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+02
3.340000000000000000e+02 8.100000000000000000e+01 1.200000000000000000e+01 2.500000000000000000e+01 9.100000000000000000e+01 9.000000000000000000e+00 6.400000000000000000e+01
3.400000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.400000000000000000e+01 1.000000000000000000e+02
3.420000000000000000e+02 5.400000000000000000e+01 2.300000000000000000e+01 3.100000000000000000e+01 8.500000000000000000e+01 6.000000000000000000e+00 4.200000000000000000e+01
3.540000000000000000e+02 7.500000000000000000e+01 9.200000000000000000e+01 7.600000000000000000e+01 4.100000000000000000e+01 1.000000000000000000e+01 7.100000000000000000e+01
3.630000000000000000e+02 8.800000000000000000e+01 2.200000000000000000e+01 7.200000000000000000e+01 2.500000000000000000e+01 3.000000000000000000e+00 2.100000000000000000e+01
